Fecha	Empleado	Producto	Cantidad	Precio Unitario
2018-03-09	Sofía	Producto C	40	91.72166908794962
2018-03-10	Luis	Producto C	83	45.66813629483985
2018-03-11	Diego	Producto B	65	36.66932217098201
2018-03-12	Sofía	Producto A	69	22.912251131621804
2018-03-13	Carlos	Producto A	27	23.63009697418216
2018-03-14	María	Producto A	80	48.949433590763704
2018-03-15	Carlos	Producto B	6	63.611184174537655
2018-03-16	Sofía	Producto A	13	17.25538646526416
2018-03-17	Elena	Producto B	64	94.56117301226492
2018-03-18	Diego	Producto B	62	77.96202557006764
2018-03-19	Diego	Producto B	99	62.79615264552964
2018-03-20	Juan	Producto C	19	84.55948038450917
2018-03-21	Diego	Producto A	76	17.216808113090195
2018-03-22	Luis	Producto A	80	52.915498995981196
2018-03-23	Diego	Producto B	43	66.7083814175497
2018-03-24	Sofía	Producto B	74	84.57876155064604
2018-03-25	Juan	Producto A	89	80.51226040443409
2018-03-26	Sofía	Producto B	20	34.936232474205966
2018-03-27	Sofía	Producto A	95	94.67921526032839
2018-03-28	Pedro	Producto C	68	21.19112572877833
2018-03-29	Juan	Producto B	44	88.76202567590369
2018-03-30	Sofía	Producto A	23	97.38462246441567
2018-03-31	Pedro	Producto B	2	25.9438170900363
2018-04-01	Pedro	Producto A	22	74.98594577834068
2018-04-02	Juan	Producto A	57	13.625696690019861
2018-04-03	Carlos	Producto B	72	46.488054262523946
2018-04-04	Elena	Producto C	7	56.46549692779066
2018-04-05	Luis	Producto A	78	62.25807033186707
2018-04-06	Elena	Producto A	56	94.23435234237036
2018-04-07	Diego	Producto A	67	70.50256185647751
2018-04-08	Luis	Producto C	16	53.31501560973133
2018-04-09	Diego	Producto C	83	82.87075326393004
2018-04-10	Sofía	Producto B	51	95.5479538858968
2018-04-11	María	Producto C	82	11.985953381406176
2018-04-12	Juan	Producto B	80	98.42691450304348
2018-04-13	Luis	Producto B	72	17.751892515731228
2018-04-14	Luis	Producto C	97	83.29481013418852
2018-04-15	Sofía	Producto B	12	35.23012772962713
2018-04-16	Carlos	Producto C	53	21.896169197848458
2018-04-17	Pedro	Producto B	75	49.58700757424514
2018-04-18	Sofía	Producto C	5	67.95609215028522
2018-04-19	Ana	Producto C	27	44.28566605211275
2018-04-20	Pedro	Producto B	12	14.910886745442905
2018-04-21	Juan	Producto A	17	63.95150256928449
2018-04-22	Pedro	Producto B	6	91.21629484996072
2018-04-23	Carlos	Producto C	97	44.48938293525265
2018-04-24	Pedro	Producto A	5	29.469949986774434
2018-04-25	Juan	Producto B	57	49.831961133953385
2018-04-26	Carlos	Producto B	28	14.352643994390277
2018-04-27	Elena	Producto B	78	83.84388260322473
2018-04-28	Luis	Producto A	69	84.3706729855168
2018-04-29	Luis	Producto C	59	62.92004170866656
2018-04-30	Diego	Producto B	33	41.779260004455054
2018-05-01	Elena	Producto B	62	81.9805028001205
2018-05-02	Elena	Producto B	50	59.921832230953044
2018-05-03	Pedro	Producto B	19	84.33390776950147
2018-05-04	Luis	Producto B	86	66.83129133247186
2018-05-05	Juan	Producto C	69	80.59649258915175
2018-05-06	Laura	Producto C	66	63.8706693895984
2018-05-07	Laura	Producto B	94	47.27269613940996
2018-05-08	Carlos	Producto A	47	96.21512739335238
2018-05-09	Luis	Producto C	39	58.70024423909603
2018-05-10	Luis	Producto A	68	64.45805666864845
2018-05-11	Laura	Producto C	33	29.843887547327434
2018-05-12	Luis	Producto B	13	66.30857104845488
2018-05-13	Pedro	Producto C	84	61.44468845346495
2018-05-14	Ana	Producto B	54	26.635455815232245
2018-05-15	María	Producto C	7	15.362838761782935
2018-05-16	Elena	Producto B	79	64.3923387743294
2018-05-17	Diego	Producto B	87	78.73230424152885
2018-05-18	Carlos	Producto B	14	57.10612338298074
2018-05-19	Ana	Producto B	87	30.409536278768112
2018-05-20	Laura	Producto A	19	69.98697790237314
2018-05-21	Elena	Producto B	54	17.2095153948642
2018-05-22	Luis	Producto A	93	49.76503343217591
2018-05-23	Diego	Producto A	20	24.703008255857817
2018-05-24	Luis	Producto B	29	26.601314595389503
2018-05-25	Juan	Producto A	24	28.206455424238328
2018-05-26	Juan	Producto C	82	44.80363513395801
2018-05-27	Diego	Producto B	63	14.603518505835787
2018-05-28	Diego	Producto A	74	45.801409683618836
2018-05-29	Laura	Producto B	57	56.05367024032308
2018-05-30	Diego	Producto B	8	53.49648564696927
2018-05-31	Pedro	Producto B	90	44.45056903627365
2018-06-01	Luis	Producto A	62	85.52319472636772
2018-06-02	Ana	Producto C	29	23.07940231784537
2018-06-03	Sofía	Producto C	74	55.51270694032366
2018-06-04	Diego	Producto A	17	15.583727526089888
2018-06-05	Carlos	Producto B	66	16.404011099011875
2018-06-06	Juan	Producto A	6	61.64792647093867
2018-06-07	Pedro	Producto A	58	60.94165823990389
2018-06-08	Elena	Producto A	69	89.02301615600112
2018-06-09	Sofía	Producto B	28	60.208630809406586
2018-06-10	Ana	Producto A	62	96.38119183643651
2018-06-11	Sofía	Producto B	41	14.382536355993679
2018-06-12	Diego	Producto A	69	18.820691630266694
2018-06-13	Laura	Producto C	82	13.965927541334326
2018-06-14	Juan	Producto A	90	26.674916530018603
2018-06-15	Juan	Producto A	84	58.714309984751026
2018-06-16	Elena	Producto C	41	68.10149632846853
2018-06-17	Laura	Producto B	49	14.10266421538019
2018-06-18	Luis	Producto B	91	95.13738008610393
2018-06-19	María	Producto A	49	85.7948838985343
2018-06-20	Pedro	Producto C	76	36.69512339413838
2018-06-21	Juan	Producto B	71	16.946877720382115
2018-06-22	Carlos	Producto A	3	25.289836589715154
2018-06-23	Juan	Producto C	10	21.42499723794754
2018-06-24	Sofía	Producto B	98	21.095540136905214
2018-06-25	Juan	Producto B	89	56.670551979916056
2018-06-26	Juan	Producto C	35	32.12626982440602
2018-06-27	María	Producto C	80	42.232574487623
2018-06-28	María	Producto C	2	99.05548000458901
2018-06-29	Ana	Producto C	24	71.58828240328103
2018-06-30	Luis	Producto A	74	95.40826003423012
2018-07-01	Carlos	Producto C	38	22.8300899529804
2018-07-02	Juan	Producto B	22	44.392552734931236
2018-07-03	Juan	Producto B	26	59.92586229541188
2018-07-04	Pedro	Producto A	43	16.90822556998642
2018-07-05	María	Producto B	55	10.376869926516207
2018-07-06	Carlos	Producto B	39	70.33909004172259
2018-07-07	Elena	Producto C	91	67.76375651212918
2018-07-08	Ana	Producto B	29	46.97099289996506
2018-07-09	Luis	Producto A	20	54.06796684288294
2018-07-10	Laura	Producto C	91	47.389870053288064
2018-07-11	Luis	Producto C	41	12.160454036039997
2018-07-12	Sofía	Producto A	54	40.18344455957162
2018-07-13	Juan	Producto C	20	25.937402985756087
2018-07-14	Ana	Producto C	19	18.858177019123186
2018-07-15	Sofía	Producto A	84	96.10483905004148
2018-07-16	Carlos	Producto C	99	63.94237525379491
2018-07-17	Laura	Producto A	66	75.57906558129424
2018-07-18	María	Producto A	30	38.38273689395058
2018-07-19	Ana	Producto B	53	45.383241654461365
2018-07-20	Ana	Producto B	34	31.323159450705113
2018-07-21	Juan	Producto C	22	18.72691038688823
2018-07-22	Diego	Producto C	67	26.112847369742543
2018-07-23	Ana	Producto A	6	81.77626407668373
2018-07-24	Pedro	Producto C	79	70.97912246653982
2018-07-25	Laura	Producto A	27	59.22359883869292
2018-07-26	Laura	Producto A	10	52.75808855800913
2018-07-27	Pedro	Producto C	73	93.0190855290512
2018-07-28	Elena	Producto A	97	16.546145300080155
2018-07-29	Pedro	Producto B	96	35.25407319141244
2018-07-30	Pedro	Producto C	48	41.494406821364265
2018-07-31	Laura	Producto B	70	80.41832309915091
2018-08-01	Luis	Producto C	59	99.32631581457743
2018-08-02	Laura	Producto A	59	31.660346328143774
2018-08-03	Diego	Producto C	2	88.68766007233725
2018-08-04	Juan	Producto B	29	84.75604843886121
2018-08-05	Sofía	Producto A	68	30.219165787758996
2018-08-06	Luis	Producto C	65	45.93993221793003
2018-08-07	María	Producto C	83	46.87055823632672
2018-08-08	Sofía	Producto C	26	98.03986016739024
2018-08-09	Juan	Producto B	89	26.28027112410085
2018-08-10	Diego	Producto B	10	81.92421739943039
2018-08-11	Diego	Producto C	53	40.07734427557989
2018-08-12	María	Producto A	79	75.77833111985443
2018-08-13	Luis	Producto A	59	47.800990386609655
2018-08-14	Elena	Producto B	22	62.0523786804886
2018-08-15	Pedro	Producto A	51	84.9350595993518
2018-08-16	Luis	Producto B	48	82.37490084854957
2018-08-17	Elena	Producto C	21	87.97808651857301
2018-08-18	Diego	Producto B	22	15.365559281019312
2018-08-19	Laura	Producto B	98	72.28454977357703
2018-08-20	Juan	Producto C	30	22.59886390495866
2018-08-21	María	Producto A	25	47.42367112165699
2018-08-22	Juan	Producto B	28	59.372957354921965
2018-08-23	Carlos	Producto B	65	46.246553627214766
2018-08-24	Carlos	Producto C	45	56.76505082227067
2018-08-25	Luis	Producto A	68	99.68736779187573
2018-08-26	Diego	Producto B	7	22.169558234156924
2018-08-27	Diego	Producto C	49	70.7910440802783
2018-08-28	Pedro	Producto B	9	45.64008697470537
2018-08-29	Pedro	Producto C	36	21.970881901659588
2018-08-30	Pedro	Producto A	83	24.286308703687858
2018-08-31	Laura	Producto A	1	95.43457956210553
2018-09-01	Sofía	Producto A	10	89.16413470405858
2018-09-02	Ana	Producto A	36	91.63377643735197
2018-09-03	Sofía	Producto B	73	99.23794982446479
2018-09-04	Juan	Producto B	46	28.748385100766615
2018-09-05	Sofía	Producto A	32	41.98954036276555
2018-09-06	Laura	Producto A	32	70.22971269323801
2018-09-07	Juan	Producto A	6	53.542228587458254
2018-09-08	Sofía	Producto B	48	47.65505800405002
2018-09-09	Laura	Producto A	38	42.20301244020337
2018-09-10	Ana	Producto A	17	63.4402568749107
2018-09-11	Sofía	Producto A	74	61.80340857760738
2018-09-12	Laura	Producto C	27	24.531205065781606
2018-09-13	Pedro	Producto A	54	52.45658537665952
2018-09-14	Diego	Producto C	50	59.81245985888649
2018-09-15	Pedro	Producto C	35	61.325824485825144
2018-09-16	Diego	Producto A	85	28.909647362111663
2018-09-17	María	Producto C	25	76.80442530270581
2018-09-18	María	Producto A	28	12.267918533896268
2018-09-19	María	Producto B	15	41.934866998884644
2018-09-20	Ana	Producto B	4	80.21913836820701
2018-09-21	Pedro	Producto B	93	60.75036289498621
2018-09-22	Diego	Producto B	73	33.504618925977425
2018-09-23	Laura	Producto C	27	72.54578074087429
2018-09-24	Juan	Producto A	26	61.0651849740466
2018-09-25	Laura	Producto A	19	81.66192485107484
2018-09-26	Juan	Producto A	92	76.1522667570841
2018-09-27	Carlos	Producto B	17	64.90971298326112
2018-09-28	Laura	Producto B	43	53.93599077797326
2018-09-29	Sofía	Producto A	41	21.986391310077106
2018-09-30	Sofía	Producto B	42	33.51997160968454
2018-10-01	Luis	Producto A	50	47.71895256253767
2018-10-02	Pedro	Producto A	84	63.93693583057498
2018-10-03	Juan	Producto A	40	56.23370696937744
2018-10-04	Juan	Producto A	39	35.93660733635765
2018-10-05	Pedro	Producto A	23	10.581792201073949
2018-10-06	Ana	Producto A	96	54.66152997107326
2018-10-07	Luis	Producto A	52	35.70633897060188
2018-10-08	Ana	Producto B	47	76.11474706394816
2018-10-09	Ana	Producto A	63	12.155163874343515
2018-10-10	Ana	Producto A	97	62.634503017521176
2018-10-11	Pedro	Producto B	69	94.73268137554588
2018-10-12	Ana	Producto B	43	25.696834040034958
2018-10-13	Sofía	Producto B	48	52.448454167553585
2018-10-14	María	Producto A	34	18.227979263542437
2018-10-15	Carlos	Producto C	40	66.31137210352173
2018-10-16	Juan	Producto C	75	59.547851253660305
2018-10-17	Juan	Producto B	61	46.66289717915491
2018-10-18	Carlos	Producto C	50	56.923931932636705
2018-10-19	Pedro	Producto B	67	90.69171926221091
2018-10-20	Laura	Producto A	62	27.666487207996035
2018-10-21	Pedro	Producto C	58	12.030806053481252
2018-10-22	Juan	Producto A	33	87.54983962291908
2018-10-23	Juan	Producto C	75	61.94053741491158
2018-10-24	Carlos	Producto A	16	90.15926099156582
2018-10-25	Ana	Producto C	82	63.72507010718553
2018-10-26	Pedro	Producto A	94	82.91449809637322
2018-10-27	Diego	Producto A	48	48.67060270196332
2018-10-28	Carlos	Producto C	10	77.48739381594419
2018-10-29	Sofía	Producto A	82	92.17373202008704
2018-10-30	Juan	Producto A	38	61.49106673499857
2018-10-31	Carlos	Producto A	19	26.27066355061416
2018-11-01	Pedro	Producto C	36	34.19178535271784
2018-11-02	Juan	Producto C	59	27.87801192076652
2018-11-03	Laura	Producto A	63	32.21713248361596
2018-11-04	Carlos	Producto A	77	37.57739044159327
2018-11-05	Luis	Producto C	46	59.96204080778696
2018-11-06	Juan	Producto C	3	62.91924665174495
2018-11-07	Pedro	Producto A	74	48.3849772517675
2018-11-08	María	Producto A	65	65.38787018387518
2018-11-09	Diego	Producto A	91	17.341743305022934
2018-11-10	Elena	Producto B	8	17.900941335234396
2018-11-11	Ana	Producto C	51	25.46465143218926
2018-11-12	Elena	Producto B	81	56.62697482363103
2018-11-13	Pedro	Producto C	73	29.25952108284822
2018-11-14	Sofía	Producto C	6	35.49559631433196
2018-11-15	Sofía	Producto C	89	46.028155255569466
2018-11-16	María	Producto C	39	83.06795116093419
2018-11-17	Ana	Producto C	60	11.24759223215741
2018-11-18	Luis	Producto C	28	68.44409382129601
2018-11-19	María	Producto C	97	70.19888779366168
2018-11-20	Elena	Producto B	54	81.87902023209729
2018-11-21	María	Producto A	37	93.94776451542819
2018-11-22	Elena	Producto A	9	11.812406405436084
2018-11-23	Juan	Producto B	82	23.840533496189458
2018-11-24	Sofía	Producto B	56	89.75541646503937
2018-11-25	Juan	Producto B	59	51.26667059683138
2018-11-26	Diego	Producto B	85	60.81315750401171
2018-11-27	Ana	Producto C	2	69.67244833508326
2018-11-28	Luis	Producto A	61	71.11599440460736
2018-11-29	Elena	Producto C	58	93.85663629848574
2018-11-30	Luis	Producto A	60	99.72544756705027
2018-12-01	Elena	Producto A	40	74.81417148378462
2018-12-02	Pedro	Producto B	36	35.84990882846357
2018-12-03	María	Producto C	37	89.17771620649093
2018-12-04	Diego	Producto B	79	14.429882308668544
2018-12-05	Sofía	Producto C	92	30.79727675870466
2018-12-06	Elena	Producto A	18	90.76471457173434
2018-12-07	Luis	Producto B	98	33.05723629954194
2018-12-08	Diego	Producto B	63	29.858595365957363
2018-12-09	Laura	Producto A	22	22.43127638262225
2018-12-10	Laura	Producto A	11	87.32005818822249
2018-12-11	Juan	Producto A	58	55.0052433271978
2018-12-12	Sofía	Producto B	57	70.74038827487394
2018-12-13	Pedro	Producto C	77	31.51597456675267
2018-12-14	Luis	Producto B	4	78.22363789100949
2018-12-15	María	Producto C	86	78.40049904658886
2018-12-16	María	Producto B	7	38.13382224174701
2018-12-17	Luis	Producto B	61	46.961436970925455
2018-12-18	Ana	Producto A	54	28.872124968718076
2018-12-19	Pedro	Producto C	88	97.89049209906139
2018-12-20	Diego	Producto B	68	68.10423193525705
2018-12-21	Elena	Producto B	92	94.1089492643964
2018-12-22	Ana	Producto A	79	37.30469892662198
2018-12-23	Elena	Producto A	1	80.37018216972008
2018-12-24	Elena	Producto C	55	78.92727794962678
2018-12-25	Ana	Producto B	3	72.24900866798873
2018-12-26	Juan	Producto C	78	96.90750777401203
2018-12-27	Laura	Producto B	38	45.4199802495684
2018-12-28	Elena	Producto C	1	21.764559123078158
2018-12-29	Ana	Producto A	38	70.45379733196546
2018-12-30	Ana	Producto B	85	75.63788204294856
2018-12-31	Carlos	Producto C	29	61.75545161129332
2019-01-01	Juan	Producto A	5	28.613610382005664
2019-01-02	Sofía	Producto A	74	55.40103475024198
2019-01-03	Carlos	Producto C	92	38.09707629122165
2019-01-04	Carlos	Producto B	21	48.471987535002015
2019-01-05	Luis	Producto B	71	68.06967182601974
2019-01-06	Laura	Producto A	67	77.06932684217512
2019-01-07	Ana	Producto B	47	30.90022218112088
2019-01-08	Laura	Producto B	84	46.4792824582258
2019-01-09	Pedro	Producto B	83	34.224541389246625
2019-01-10	Luis	Producto A	35	27.87684524756822
2019-01-11	Sofía	Producto C	68	80.50484979962546
2019-01-12	Laura	Producto B	69	91.83274249932931
2019-01-13	María	Producto A	1	43.32089671161191
2019-01-14	Elena	Producto A	68	77.61510319363902
2019-01-15	Pedro	Producto C	12	90.72957604279699
2019-01-16	Juan	Producto B	60	86.15117894772084
2019-01-17	Sofía	Producto B	27	26.453204968530333
2019-01-18	Pedro	Producto C	56	96.06626933620252
2019-01-19	Elena	Producto C	23	43.900879638651624
2019-01-20	Luis	Producto A	25	40.531659505645266
2019-01-21	Elena	Producto A	21	15.61881945500023
2019-01-22	Carlos	Producto C	61	53.75562886943947
2019-01-23	Elena	Producto B	63	19.811225407683583
2019-01-24	Carlos	Producto A	52	32.36858388346834
2019-01-25	Luis	Producto A	88	38.52483595905532
2019-01-26	Diego	Producto B	25	82.79436911425157
2019-01-27	Carlos	Producto A	55	88.79397853563069
2019-01-28	Juan	Producto B	46	37.22196857153227
2019-01-29	Elena	Producto B	32	87.28283091201165
2019-01-30	Elena	Producto B	55	87.15078436328119
2019-01-31	Juan	Producto C	96	78.81858553463861
2019-02-01	María	Producto C	5	23.202560261366337
2019-02-02	Ana	Producto C	36	72.12905622106561
2019-02-03	Diego	Producto B	49	95.05216581225119
2019-02-04	Sofía	Producto B	58	71.42864308904413
2019-02-05	Carlos	Producto C	39	39.845516419705056
2019-02-06	Juan	Producto A	80	55.052138568774815
2019-02-07	Luis	Producto B	97	68.11525390159483
2019-02-08	Carlos	Producto A	85	55.951336785565324
2019-02-09	Ana	Producto A	61	20.795764755787282
2019-02-10	Luis	Producto B	9	38.08576401868186
2019-02-11	Pedro	Producto B	6	82.21564274982693
2019-02-12	Elena	Producto A	35	87.52762414859657
2019-02-13	Pedro	Producto A	39	22.357002944401323
2019-02-14	Carlos	Producto C	22	95.71480771588521
2019-02-15	Ana	Producto C	41	39.59403560637484
2019-02-16	Diego	Producto B	5	69.60823648576479
2019-02-17	Carlos	Producto C	42	77.6642631361013
2019-02-18	Juan	Producto C	87	83.07516111740951
2019-02-19	Laura	Producto C	81	95.1174732003337
2019-02-20	Carlos	Producto C	76	38.162759322594034
2019-02-21	Elena	Producto A	87	87.26558090963991
2019-02-22	Elena	Producto B	80	21.851821309258632
2019-02-23	Carlos	Producto C	67	73.45368157182335
2019-02-24	Luis	Producto A	30	76.77799565625872
2019-02-25	Laura	Producto A	57	70.99509170811885
2019-02-26	Juan	Producto A	86	32.70832625216377
2019-02-27	Carlos	Producto C	73	88.5738832313683
2019-02-28	Luis	Producto C	29	25.19726170333555
2019-03-01	Elena	Producto B	37	14.827131236874775
2019-03-02	Elena	Producto C	87	74.5718491550721
2019-03-03	Ana	Producto C	13	52.79281437094603
2019-03-04	Carlos	Producto A	32	86.41882179628085
2019-03-05	Laura	Producto B	46	44.505742695243306
2019-03-06	María	Producto C	23	25.145072965694155
2019-03-07	Laura	Producto C	45	85.27979732228827
2019-03-08	Elena	Producto A	17	59.40186684760645
2019-03-09	Elena	Producto A	85	27.027621315131938
2019-03-10	Pedro	Producto C	66	74.83455987278012
2019-03-11	Elena	Producto B	6	56.00022746405505
2019-03-12	Juan	Producto B	18	64.38816840162877
2019-03-13	Sofía	Producto A	94	51.48085043859237
2019-03-14	Carlos	Producto A	22	84.58380854362058
2019-03-15	Laura	Producto C	33	84.6606444114745
2019-03-16	Sofía	Producto A	30	73.84499396419477
2019-03-17	Luis	Producto C	81	19.486123965681607
2019-03-18	María	Producto B	32	85.4968475713662
2019-03-19	Juan	Producto B	42	70.39116824796189
2019-03-20	Laura	Producto C	78	72.73217494038695
2019-03-21	Sofía	Producto A	10	42.66845563634845
2019-03-22	María	Producto B	36	89.13516005413061
2019-03-23	Pedro	Producto A	34	75.28344402113717
2019-03-24	Juan	Producto B	73	20.133141987627504
2019-03-25	Juan	Producto C	28	46.70002309655464
2019-03-26	Pedro	Producto C	11	89.77423257641276
2019-03-27	Carlos	Producto C	78	14.24770315276411
2019-03-28	Pedro	Producto B	39	96.52749576778446
2019-03-29	Juan	Producto A	47	71.12463114876064
2019-03-30	Juan	Producto A	19	66.82383798790389
2019-03-31	Sofía	Producto A	15	34.350333083919224
2019-04-01	Elena	Producto B	28	32.391260986525936
2019-04-02	María	Producto B	24	94.7852397539736
2019-04-03	Pedro	Producto B	72	36.84452088107105
2019-04-04	María	Producto B	9	79.79547670470994
2019-04-05	Pedro	Producto B	47	45.38096183863713
2019-04-06	Luis	Producto A	33	22.53286637062336
2019-04-07	Juan	Producto B	62	10.964376792582305
2019-04-08	Elena	Producto B	97	58.983160331372574
2019-04-09	Sofía	Producto A	19	97.82009366940395
2019-04-10	Elena	Producto B	67	43.2222574428284
2019-04-11	Elena	Producto A	74	42.147310059374036
2019-04-12	Elena	Producto A	40	40.968245606449784
2019-04-13	María	Producto C	47	56.84894535743726
2019-04-14	Pedro	Producto C	65	49.65983950818642
2019-04-15	Diego	Producto C	29	89.1923164054313
2019-04-16	Luis	Producto C	50	55.49687125511413
2019-04-17	Laura	Producto B	98	55.69820543697119
2019-04-18	Elena	Producto C	13	22.453443524850094
2019-04-19	Carlos	Producto A	1	98.44655868193473
2019-04-20	María	Producto B	34	32.497560178194675
2019-04-21	Sofía	Producto C	93	16.60276607136424
2019-04-22	Laura	Producto A	48	69.68316240776879
2019-04-23	Diego	Producto B	77	63.58297331411854
2019-04-24	Carlos	Producto B	48	47.363108859347115
2019-04-25	Diego	Producto C	49	47.997301049261026
2019-04-26	Laura	Producto B	64	80.6557528941788
2019-04-27	Elena	Producto A	61	27.614137608968417
2019-04-28	Carlos	Producto B	29	83.82279870504007
2019-04-29	Diego	Producto A	39	68.38724025055163
2019-04-30	Sofía	Producto B	88	47.707279640157196
2019-05-01	Pedro	Producto C	26	51.222575492548174
2019-05-02	Juan	Producto A	17	33.09824864674862
2019-05-03	Pedro	Producto B	71	77.69028994272773
2019-05-04	Laura	Producto B	13	56.158726807474096
2019-05-05	María	Producto B	69	38.87690884748592
2019-05-06	Juan	Producto A	26	63.644510418485524
2019-05-07	Luis	Producto A	49	99.61610068461907
2019-05-08	Sofía	Producto A	67	49.173605169089846
2019-05-09	Luis	Producto C	7	92.86222607007576
2019-05-10	Carlos	Producto C	58	41.05151559321095
2019-05-11	Juan	Producto A	49	14.92594362324873
2019-05-12	Luis	Producto B	53	28.3817895731586
2019-05-13	Luis	Producto C	65	47.68256289949158
2019-05-14	Diego	Producto A	62	29.767143573511213
2019-05-15	Pedro	Producto B	17	10.020433439642998
2019-05-16	Diego	Producto C	43	92.35013839727745
2019-05-17	Juan	Producto B	25	85.9491470107836
2019-05-18	Juan	Producto B	3	76.80630083382525
2019-05-19	Laura	Producto B	79	25.103313608142578
2019-05-20	Diego	Producto B	29	20.832721858898744
2019-05-21	Ana	Producto C	32	16.084427452514483
2019-05-22	Pedro	Producto C	26	75.16262698956291
2019-05-23	Juan	Producto C	16	93.59271646190967
2019-05-24	Laura	Producto A	25	48.74822388217333
2019-05-25	Diego	Producto C	54	20.722660479644333
2019-05-26	Pedro	Producto B	28	56.11535386588959
2019-05-27	Diego	Producto C	73	41.39487167127671
2019-05-28	Luis	Producto B	56	43.73424319149979
2019-05-29	Laura	Producto A	65	65.91975617401366
2019-05-30	Pedro	Producto B	93	74.68463019359821
2019-05-31	Elena	Producto B	86	19.954323898584477
2019-06-01	Carlos	Producto B	80	13.203120772582874
2019-06-02	Carlos	Producto A	41	99.48972724171433
2019-06-03	Pedro	Producto C	51	30.945551402399666
2019-06-04	Diego	Producto C	71	14.844747241761317
2019-06-05	Laura	Producto A	78	27.0887796186328
2019-06-06	Carlos	Producto B	29	13.506206171361779
2019-06-07	Laura	Producto C	83	45.26298051554545
2019-06-08	Carlos	Producto A	19	82.21616060061919
2019-06-09	Luis	Producto C	66	40.71200047819485
2019-06-10	Diego	Producto A	41	49.97650661905299
2019-06-11	Luis	Producto B	45	70.80280962106949
2019-06-12	Carlos	Producto C	15	55.800466306289216
2019-06-13	Elena	Producto A	3	87.53011174191919
2019-06-14	Elena	Producto C	11	87.94321075411808
2019-06-15	Luis	Producto C	53	10.891962594203829
2019-06-16	Elena	Producto C	46	80.02416758348792
2019-06-17	Carlos	Producto C	30	51.46602402175065
